# experiment=tree_reuse engine=helix-f3270d5 date=20260808-144106
# games=tests/data/thesis-games.txt budget_ms=500 mode=keep game_count=30
game_id,ply,side,mode,completed_depth,seldepth,nodes,qnodes,researches,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,played_move
4,4,w,keep,8,19,652467,351444,0,143033,17998,38696,4893,0.1258,388,f1g2,c2c4
4,5,b,keep,7,24,732160,411747,3,178418,19236,47364,7358,0.1078,475,f8g7,f8g7
4,6,w,keep,7,22,920576,494185,15,144023,18532,40970,6642,0.1287,475,f1g2,f1g2
4,7,b,keep,7,24,695296,411592,18,182026,19480,38036,6940,0.1070,474,c7c5,e8g8
4,8,w,keep,7,27,776192,468046,29,175812,13770,32420,6062,0.0783,474,d2d4,d2d4
4,9,b,keep,7,24,839680,484630,3,155627,15234,34033,6966,0.0979,474,c7c6,a7a5
4,10,w,keep,6,25,877568,504132,22,157376,11775,34816,7969,0.0748,475,e1g1,b1c3
4,11,b,keep,6,26,567296,409928,16,201004,9665,24583,6026,0.0481,475,d7d6,d7d6
4,12,w,keep,6,25,775168,490091,4,176034,8735,24430,5838,0.0496,476,e1g1,e1g1
4,13,b,keep,6,30,741376,501060,1,194730,6510,27209,7787,0.0334,474,c7c5,c8g4
4,14,w,keep,6,24,672768,465927,9,214758,8530,23822,6454,0.0397,475,h2h3,h2h3
4,15,b,keep,7,25,865280,509578,7,180853,20245,37551,10581,0.1119,476,g4f3,g4f3
4,16,w,keep,8,24,582952,377155,17,171474,16486,27452,8170,0.0961,377,e2f3,e2f3
4,17,b,keep,7,24,739328,474605,9,213502,17243,37712,10805,0.0808,475,b8c6,d6d5
4,18,w,keep,7,24,840704,497235,10,194255,20728,40475,13399,0.1067,475,c4d5,c4d5
4,19,b,keep,8,23,997376,565867,7,168096,17182,36024,11845,0.1022,476,f6d5,f6d5
4,20,w,keep,8,24,572960,387780,0,217659,17075,38359,15951,0.0784,433,c3d5,c3d5
4,21,b,keep,8,22,646272,405078,10,182551,18449,34950,13546,0.1011,400,d8d5,d8d5
4,22,w,keep,7,23,794624,490197,38,199148,20632,36178,12773,0.1036,475,f3f4,f3f4
4,23,b,keep,6,22,669696,447997,5,238646,31116,39327,11873,0.1304,474,d5d7,d5d4
4,24,w,keep,7,20,857088,509404,11,196966,23322,43477,17824,0.1184,475,g2b7,g2b7
4,25,b,keep,7,21,775168,473313,5,215808,22704,47630,21822,0.1052,475,d4d1,d4d1
