# experiment=move_stability engine=helix-f3270d5 date=20260808-001652
# suite=tests/data/stockfish-bench-all.epd node_budget=20000000 positions=309
fen_id,fen,depth,bestmove,nodes,qnodes,seldepth,time_ms
151,8/3k4/2b1p3/2P3P1/5K2/2P1N2R/8/6r1 w - - 17 49,9,h3h7,390331,187756,14,229
151,8/3k4/2b1p3/2P3P1/5K2/2P1N2R/8/6r1 w - - 17 49,10,e3g4,3062596,1452639,16,1666
151,8/3k4/2b1p3/2P3P1/5K2/2P1N2R/8/6r1 w - - 17 49,11,h3h7,7213868,3474266,18,4661
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,1,h7f7,66,40,4,0
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,2,h7e7,487,293,7,0
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,3,h7h6,2308,1216,8,1
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,4,h7e7,9173,4696,8,5
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,5,h7g7,22870,11321,10,14
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,6,h7g7,42231,20494,10,26
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,7,h7g7,102775,49094,13,61
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,8,h7g7,259485,122095,13,164
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,9,h7g7,845684,408340,16,587
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,10,h7e7,3702819,1772635,16,2127
152,2k5/7R/2b1p3/2P3P1/5K2/2P1N3/8/6r1 w - - 19 50,11,h7g7,11230498,5541585,18,7571
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,1,h7f7,79,52,4,0
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,2,h7e7,439,266,6,0
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,3,h7h6,2823,1505,7,2
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,4,h7g7,7559,3850,8,4
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,5,h7g7,19011,9591,10,11
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,6,h7g7,35920,17745,11,22
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,7,h7g7,91171,44721,13,57
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,8,h7g7,160428,77130,14,104
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,9,h7g7,399603,191223,15,248
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,10,h7g7,819843,386422,16,504
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,11,h7g7,2139252,1035706,18,1372
153,2k5/7R/4p3/2P3P1/b1P2K2/4N3/8/6r1 w - - 1 51,12,h7g7,6386161,3059830,18,4041
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,1,e7f7,71,52,5,0
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,2,e7f7,225,135,5,0
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,3,e7g7,1678,927,7,1
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,4,e7g7,3503,1835,7,2
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,5,e7g7,10075,5127,10,7
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,6,e7g7,21272,10547,10,13
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,7,e7g7,45904,22656,12,31
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,8,e7g7,135514,65676,13,89
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,9,e7g7,366734,176948,15,236
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,10,e7g7,837074,399216,16,544
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,11,e7g7,1580621,764933,17,1032
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,12,e7g7,3957241,1899578,18,2439
154,2k5/3bR3/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 3 52,13,e7g7,11370572,5707368,20,7605
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,1,g5g6,58,39,5,0
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,2,g5g6,191,110,5,0
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,3,g5g6,1009,556,7,0
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,4,g5g6,2342,1221,7,1
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,5,g5g6,9499,5025,9,5
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,6,g5g6,19055,9781,11,12
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,7,g5g6,50020,24993,12,31
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,8,g5g6,119337,57784,12,71
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,9,g5g6,265094,129849,15,166
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,10,g5g6,766999,367666,16,470
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,11,g5g6,1826889,877969,18,1194
155,3k4/3b2R1/4p3/2P3P1/2P2K2/4N3/8/6r1 w - - 5 53,12,g5g6,5061893,2409642,18,3321
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,1,e3g4,81,61,5,0
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,2,e3g4,195,119,5,0
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,3,e3g4,1005,542,7,0
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,4,e3g4,3273,1685,8,2
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,5,e3g4,11205,5902,9,7
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,6,e3g4,24089,12207,11,14
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,7,e3g4,59187,30083,12,37
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,8,e3g4,133883,65794,14,83
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,9,e3g4,351357,170150,16,213
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,10,e3g4,740179,354671,16,448
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,11,e3g4,1679754,810793,18,1083
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,12,e3g4,4666435,2227851,18,3048
156,3kb3/6R1/4p1P1/2P5/2P2K2/4N3/8/6r1 w - - 1 54,13,e3g4,13135711,6502378,20,8942
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,1,g4e5,86,64,4,0
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,2,g4e5,251,155,5,0
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,3,g4e5,1259,680,7,0
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,4,g4e5,2090,1090,7,1
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,5,g4e5,11171,5710,9,5
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,6,g4e5,19866,9936,10,11
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,7,g4e5,50356,25323,11,28
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,8,g4e5,89672,43268,13,58
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,9,g4e5,192644,93512,14,120
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,10,g4e5,570631,270796,16,392
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,11,g4e5,1568369,749650,17,956
157,3kb3/6R1/4p1P1/2P5/2P2KN1/8/8/2r5 w - - 3 55,12,g4e5,4621377,2215115,18,3180
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,1,f4g5,19,12,3,0
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,2,f4g5,90,48,4,0
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,3,f4e3,1100,672,7,1
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,4,f4e3,2133,1171,7,1
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,5,f4e3,6338,3530,9,4
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,6,f4e3,15715,7970,9,9
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,7,f4e3,33860,17176,12,20
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,8,f4e3,63135,31050,12,40
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,9,f4e3,166293,82178,15,107
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,10,f4e3,367257,176046,15,238
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,11,f4e3,874823,420078,17,541
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,12,f4e3,1734743,814365,18,1120
158,3kb3/6R1/4p1P1/2P1N3/2P2K2/8/8/5r2 w - - 5 56,13,f4e3,9249745,4627212,20,6359
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,1,e3d4,22,15,4,0
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,2,e3d4,112,63,5,0
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,3,e3f4,744,464,7,0
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,4,e3f4,1520,846,7,1
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,5,e3d4,7405,4086,9,5
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,6,e3d4,13000,6699,9,8
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,7,e3d4,24650,12767,12,16
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,8,e3d4,41690,20461,12,27
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,9,e3d4,85706,41228,14,54
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,10,e3d4,154441,72714,15,100
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,11,e3d4,404298,194432,16,252
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,12,e3d4,752076,351836,17,481
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,13,e3d4,1919873,907061,19,1134
159,3kb3/6R1/4p1P1/2P1N3/2P5/4K3/8/4r3 w - - 7 57,14,e3d4,9735977,4646449,20,6473
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,1,e6d5,78,46,7,0
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,2,e6d5,372,241,7,0
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,3,e6d5,2861,1525,11,1
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,4,e6d5,9299,5633,13,4
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,5,e6d5,49926,30429,20,28
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,6,e6d5,151724,100423,21,93
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,7,e6d5,470214,318208,24,304
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,8,e6d5,1337718,863738,24,793
160,rnbq1rk1/ppp1npb1/4p1p1/3P3p/3PP3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,9,e6d5,5228189,3628050,28,3423
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,1,b8c6,76,45,4,0
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,2,b8c6,492,340,11,1
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,3,b8c6,2978,1712,11,2
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,4,b8c6,15801,11115,19,13
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,5,b8c6,58264,36235,19,36
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,6,c8e6,272003,179032,22,182
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,7,c8e6,788694,500175,24,470
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,8,c8e6,2662904,1773620,26,1662
161,rnbq1rk1/ppp1npb1/6p1/3pP2p/3P4/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 9,9,c8e6,14718649,11199573,29,10557
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,1,b8c6,97,63,7,0
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,2,b8c6,1024,881,14,1
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,3,b8c6,4879,3434,16,3
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,4,b8c6,28856,22857,18,26
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,5,b8c6,86741,59813,19,61
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,6,g4e6,542621,394571,25,398
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,7,g4e6,1596257,1088936,25,1014
162,rn1q1rk1/ppp1npb1/6p1/3pP2p/3P2b1/2N2N2/PP2BPPP/R1BQR1K1 b - - 2 10,8,b8d7,7783561,5587971,28,5341
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,1,g4e2,144,108,8,0
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,2,g4e2,1614,1460,14,1
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,3,g4e2,5576,4079,15,4
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,4,g4e2,18863,14666,20,15
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,5,g4e2,94702,62802,20,57
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,6,g4e2,307204,237827,22,246
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,7,g4e2,1378541,924521,24,853
163,r2q1rk1/ppp1npb1/2n3p1/3pP2p/3P2bN/2N5/PP2BPPP/R1BQR1K1 b - - 4 11,8,g4e2,5115703,3925336,30,3881
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,1,g4e2,135,94,6,0
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,2,g4e2,1448,1278,12,1
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,3,g4e2,5711,3850,12,3
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,4,g4e2,14908,10388,12,10
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,5,g4e2,107198,62388,17,50
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,6,g4e2,236541,163927,20,152
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,7,g4e2,695320,437956,22,369
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,8,g4e2,2125309,1506808,26,1378
164,r4rk1/pppqnpb1/2n3p1/3pP2p/3P2bN/2N4P/PP2BPP1/R1BQR1K1 b - - 0 12,9,g4e2,12272532,8076955,28,7017
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,1,a8d8,119,81,6,1
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,2,a8d8,850,682,8,1
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,3,a8d8,4393,2696,8,3
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,4,a8d8,24907,19230,13,21
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,5,a8d8,106070,64732,14,57
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,6,a8e8,497193,358938,20,351
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,7,a7a5,3110321,1969152,21,1733
165,r4rk1/pppqnpb1/2n3p1/3pP2p/3P3N/7P/PP2NPP1/R1BQR1K1 b - - 0 13,8,f7f6,10959214,7931786,26,7680
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,1,d7f5,73,36,1,0
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,2,d7f5,512,369,6,0
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,3,d7f5,4262,2459,12,2
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,4,d7f5,14369,9136,12,8
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,5,d7f5,75489,40784,14,30
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,6,d7f5,249113,175455,20,164
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,7,d7f5,788025,484318,20,410
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,8,d7f5,2176613,1427805,22,1295
166,r4rk1/pppq1pb1/2n3p1/3pPN1p/3P4/7P/PP2NPP1/R1BQR1K1 b - - 0 14,9,d7f5,11374460,7165810,26,6227
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,1,a8d8,504,462,8,0
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,2,a8d8,3116,2909,13,2
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,3,c6b4,9637,7367,13,6
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,4,c6b4,33922,27950,16,27
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,5,c6b4,121041,79558,16,69
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,6,c6b4,327465,235633,24,228
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,7,a8c8,2743244,1855097,24,1649
167,r4rk1/ppp2pb1/2n3p1/3pPq1p/3P1N2/7P/PP3PP1/R1BQR1K1 b - - 1 15,8,a8d8,9112977,6533953,26,6123
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,1,a8d8,177,138,5,0
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,2,a8d8,1547,1375,9,1
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,3,f8e8,6408,4517,9,4
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,4,a8d8,44343,36103,18,35
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,5,a8e8,160561,109321,18,99
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,6,a8d8,529657,407410,23,390
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,7,a8d8,1781695,1224968,24,1089
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,8,a8d8,3988776,2924720,24,2741
168,r4rk1/pppq1pb1/2n3p1/3pP2p/P2P1N2/7P/1P3PP1/R1BQR1K1 b - - 0 16,9,a8d8,17576909,12356260,25,11591
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,1,d8e6,141,108,5,1
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,2,d8e6,744,599,9,1
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,3,d8e6,3916,2516,9,3
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,4,d8e6,14043,10162,16,10
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,5,d8e6,69303,44838,16,43
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,6,d8e6,279673,180003,18,167
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,7,d8e6,1109135,697850,22,627
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,8,d8e6,2540359,1589550,22,1415
169,r2n1rk1/pppq1pb1/6p1/3pP2p/P2P1N2/R6P/1P3PP1/2BQR1K1 b - - 2 17,9,d8e6,14661332,9848478,27,9031
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,1,d7e6,73,38,3,0
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,2,d7e6,467,324,7,1
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,3,d7e6,3593,2051,9,2
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,4,d7e6,10904,6848,12,6
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,5,d7e6,72361,39911,14,34
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,6,d7e6,200489,124091,16,120
170,r4rk1/pppq1pb1/4N1p1/3pP2p/P2P4/R6P/1P3PP1/2BQR1K1 b - - 0 18,7,d7e6,845022,484401,20,431
