# experiment=depth_vs_time engine=helix-f3270d5 date=20260813-150721
# suite=tests/data/stockfish-bench-all.epd pvs=off nmp=on reps=3 positions=309
fen_id,budget_ms,rep,pvs,nmp,completed_depth,seldepth,nodes,qnodes,researches,null_cutoffs,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,stop_reason
7,500,1,off,on,7,20,848164,485773,0,1726,137603,13112,33798,398,0.0953,414,f4g3,soft_time
7,500,2,off,on,7,20,848164,485773,0,1726,137603,13112,33798,398,0.0953,419,f4g3,soft_time
7,1000,0,off,on,7,23,1510400,997680,0,5570,404957,27938,75449,2109,0.0690,950,f4g3,hard_time
7,1000,1,off,on,7,23,1512448,999454,0,5574,406002,27945,75517,2115,0.0688,949,f4g3,hard_time
7,1000,2,off,on,7,23,1513472,1000463,0,5574,406524,27946,75524,2116,0.0687,950,f4g3,hard_time
8,10,0,off,on,3,13,15360,10990,0,4,4675,104,564,0,0.0222,9,a1d1,hard_time
8,10,1,off,on,3,13,15360,10990,0,4,4675,104,564,0,0.0222,9,a1d1,hard_time
8,10,2,off,on,3,13,15360,10990,0,4,4675,104,564,0,0.0222,10,a1d1,hard_time
8,25,0,off,on,4,13,25657,20174,0,32,9661,187,1066,0,0.0194,19,a1d1,soft_time
8,25,1,off,on,4,13,25657,20174,0,32,9661,187,1066,0,0.0194,18,a1d1,soft_time
8,25,2,off,on,4,13,25657,20174,0,32,9661,187,1066,0,0.0194,20,a1d1,soft_time
8,50,0,off,on,4,16,65536,47554,0,39,20541,348,2234,2,0.0169,46,a1d1,hard_time
8,50,1,off,on,4,16,72704,51112,0,39,20823,436,2405,2,0.0209,46,a1d1,hard_time
8,50,2,off,on,4,16,72704,51112,0,39,20823,436,2405,2,0.0209,46,a1d1,hard_time
8,100,0,off,on,4,16,168960,109830,0,58,36996,825,4525,7,0.0223,95,a1d1,hard_time
8,100,1,off,on,4,16,165888,108066,0,55,36607,793,4474,7,0.0217,95,a1d1,hard_time
8,100,2,off,on,4,16,165888,108066,0,55,36607,793,4474,7,0.0217,95,a1d1,hard_time
8,250,0,off,on,5,19,363520,264244,0,349,111981,3400,12090,51,0.0304,238,a1d1,hard_time
8,250,1,off,on,5,19,363520,264244,0,349,111981,3400,12090,51,0.0304,239,a1d1,hard_time
8,250,2,off,on,5,19,347136,250200,0,310,103247,3053,11199,43,0.0296,236,a1d1,hard_time
8,500,0,off,on,5,20,605184,481136,0,662,228757,5497,21019,192,0.0240,475,a1d1,hard_time
8,500,1,off,on,5,20,607232,482388,0,662,229429,5530,21302,197,0.0241,475,a1d1,hard_time
8,500,2,off,on,5,20,638976,502769,0,667,236935,5630,23027,235,0.0238,475,a1d1,hard_time
8,1000,0,off,on,6,22,1490944,1070963,0,1476,436513,15243,46933,941,0.0349,950,a1d1,hard_time
8,1000,1,off,on,6,22,1381376,1003472,0,1447,418946,14307,44545,857,0.0341,949,a1d1,hard_time
8,1000,2,off,on,6,22,1455104,1047000,0,1475,429184,15124,46057,908,0.0352,949,a1d1,hard_time
9,10,0,off,on,3,11,15360,10258,0,7,3361,117,565,0,0.0348,8,e3g3,hard_time
9,10,1,off,on,3,11,16384,11064,0,7,3693,117,609,0,0.0317,9,e3g3,hard_time
9,10,2,off,on,3,11,15360,10258,0,7,3361,117,565,0,0.0348,9,e3g3,hard_time
9,25,0,off,on,4,14,33792,23986,0,35,9484,293,1683,1,0.0309,22,e3g3,hard_time
9,25,1,off,on,4,13,23933,17343,0,35,6563,200,1181,1,0.0305,16,e3g3,soft_time
9,25,2,off,on,4,14,33792,23986,0,35,9484,293,1683,1,0.0309,23,e3g3,hard_time
9,50,0,off,on,4,14,91136,55693,0,56,16460,1221,3462,3,0.0742,46,e3g3,hard_time
9,50,1,off,on,4,14,95232,57761,0,56,16630,1269,3554,3,0.0763,46,e3g3,hard_time
9,50,2,off,on,4,14,98304,59333,0,56,16782,1302,3619,3,0.0776,47,e3g3,hard_time
9,100,0,off,on,5,17,189440,113610,0,184,31455,2947,6835,15,0.0937,95,e3g3,hard_time
9,100,1,off,on,5,17,187392,112104,0,138,30600,2821,6638,12,0.0922,94,e3g3,hard_time
9,100,2,off,on,5,17,192512,115897,0,208,32743,2990,7172,15,0.0913,95,e3g3,hard_time
9,250,0,off,on,5,17,363520,263010,0,724,104971,4551,15452,79,0.0434,236,e3g3,hard_time
9,250,1,off,on,5,17,366592,265454,0,813,106089,4666,15615,79,0.0440,236,e3g3,hard_time
9,250,2,off,on,5,17,367616,266269,0,851,106538,4731,15668,79,0.0444,236,e3g3,hard_time
9,500,0,off,on,6,20,800768,533198,0,1925,185516,10280,29705,335,0.0554,474,e3g3,hard_time
9,500,1,off,on,6,20,863232,570993,0,1953,194297,10403,30775,362,0.0535,476,e3g3,hard_time
9,500,2,off,on,6,20,863232,570993,0,1953,194297,10403,30775,362,0.0535,474,e3g3,hard_time
9,1000,0,off,on,6,20,2014208,1236799,0,2712,335088,17374,53944,1165,0.0518,950,e3g3,hard_time
9,1000,1,off,on,6,20,2004992,1231938,0,2697,334419,17259,53733,1151,0.0516,949,e3g3,hard_time
9,1000,2,off,on,6,20,2014208,1236799,0,2712,335088,17374,53944,1165,0.0518,951,e3g3,hard_time
10,10,0,off,on,3,14,11264,8254,0,1,3720,92,446,0,0.0247,9,e6d5,hard_time
10,10,1,off,on,3,14,10240,7378,0,0,3202,86,374,0,0.0269,8,e6d5,hard_time
10,10,2,off,on,3,14,11264,8254,0,1,3720,92,446,0,0.0247,9,e6d5,hard_time
10,25,0,off,on,4,17,19665,15570,0,15,7886,165,944,0,0.0209,18,e6d5,soft_time
10,25,1,off,on,4,17,19665,15570,0,15,7886,165,944,0,0.0209,19,e6d5,soft_time
10,25,2,off,on,4,17,19665,15570,0,15,7886,165,944,0,0.0209,19,e6d5,soft_time
10,50,0,off,on,4,17,65536,45769,0,49,17627,517,1917,0,0.0293,47,e6d5,hard_time
10,50,1,off,on,4,17,65536,45769,0,49,17627,517,1917,0,0.0293,46,e6d5,hard_time
10,50,2,off,on,4,17,66560,46456,0,49,17847,526,1935,0,0.0295,47,e6d5,hard_time
10,100,0,off,on,4,19,119808,89585,0,53,37662,651,3436,1,0.0173,95,e6d5,hard_time
10,100,1,off,on,4,19,121856,91203,0,53,38383,670,3566,1,0.0175,96,e6d5,hard_time
10,100,2,off,on,4,19,122880,92009,0,53,38760,693,3626,1,0.0179,95,e6d5,hard_time
10,250,0,off,on,5,21,332800,230852,0,176,87896,3274,10774,27,0.0372,236,e5g4,hard_time
10,250,1,off,on,5,21,330752,229131,0,176,86931,3247,10670,27,0.0374,237,e5g4,hard_time
10,250,2,off,on,5,21,334848,232647,0,176,88741,3290,10827,27,0.0371,237,e5g4,hard_time
10,500,0,off,on,6,24,601088,449409,0,1231,193648,6254,22038,158,0.0323,474,e5g4,hard_time
10,500,1,off,on,6,24,600064,448630,0,1194,193343,6206,22009,158,0.0321,474,e5g4,hard_time
10,500,2,off,on,6,24,600064,448630,0,1194,193343,6206,22009,158,0.0321,475,e5g4,hard_time
10,1000,0,off,on,7,25,1050471,759696,0,2175,301594,12354,36701,452,0.0410,783,e5g4,soft_time
10,1000,1,off,on,7,25,1050471,759696,0,2175,301594,12354,36701,452,0.0410,791,e5g4,soft_time
10,1000,2,off,on,7,25,1050471,759696,0,2175,301594,12354,36701,452,0.0410,784,e5g4,soft_time
11,10,0,off,on,3,17,12288,8194,0,0,4062,88,557,2,0.0217,8,a2a4,hard_time
11,10,1,off,on,3,17,13312,9184,0,0,4676,88,571,2,0.0188,9,a2a4,hard_time
11,10,2,off,on,3,17,13312,9184,0,0,4676,88,571,2,0.0188,9,a2a4,hard_time
11,25,0,off,on,3,21,25600,19060,0,4,11645,289,1442,4,0.0248,22,a2a4,hard_time
11,25,1,off,on,4,21,26760,19920,0,7,12290,333,1573,6,0.0271,23,a2a4,soft_time
11,25,2,off,on,3,21,25600,19060,0,4,11645,289,1442,4,0.0248,22,a2a4,hard_time
11,50,0,off,on,4,21,64512,45580,0,27,22467,659,2603,15,0.0293,48,a2a4,hard_time
11,50,1,off,on,4,21,64512,45580,0,27,22467,659,2603,15,0.0293,47,a2a4,hard_time
11,50,2,off,on,4,21,64512,45580,0,27,22467,659,2603,15,0.0293,48,a2a4,hard_time
11,100,0,off,on,5,21,148038,94829,0,40,37083,1836,5077,24,0.0495,90,d1c2,soft_time
11,100,1,off,on,5,21,148038,94829,0,40,37083,1836,5077,24,0.0495,90,d1c2,soft_time
11,100,2,off,on,5,21,148038,94829,0,40,37083,1836,5077,24,0.0495,90,d1c2,soft_time
