# experiment=tt_sweep engine=helix-f3270d5 date=20260808-012157
# suite=tests/data/stockfish-bench-all.epd budget_ms=1000 reps=3 mb=1,4,16,64,256 entry_bytes=32 positions=309
fen_id,tt_mb,rep,completed_depth,seldepth,nodes,qnodes,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,stop_reason
29,16,0,14,18,1769186,738485,540553,250697,193895,21429,0.4638,911,b3a4,soft_time
29,16,1,14,18,1769186,738485,540553,250697,193895,21429,0.4638,914,b3a4,soft_time
29,16,2,14,18,1769186,738485,540553,250697,193895,21429,0.4638,901,b3a4,soft_time
30,16,0,7,19,1482752,938112,426966,38597,79519,4762,0.0904,949,g3d6,hard_time
30,16,1,7,19,1491968,945181,432494,39164,80194,4856,0.0906,950,g3d6,hard_time
30,16,2,7,19,1484800,939728,428159,38690,79679,4786,0.0904,950,g3d6,hard_time
31,16,0,6,23,1592320,1123740,337482,16048,48608,1983,0.0476,950,d3g6,hard_time
31,16,1,6,23,1571840,1109720,333309,15902,48051,1945,0.0477,949,d3g6,hard_time
31,16,2,6,23,1588224,1120253,335891,16041,48407,1969,0.0478,949,d3g6,hard_time
32,16,0,6,22,1670144,1005835,319614,31619,60698,2109,0.0989,950,a1c1,hard_time
32,16,1,6,22,1652736,995923,317317,31379,60249,2073,0.0989,950,a1c1,hard_time
32,16,2,6,22,1670144,1005835,319614,31619,60698,2109,0.0989,949,a1c1,hard_time
33,16,0,7,20,1433600,975245,341374,26477,61489,2731,0.0776,949,h4h3,hard_time
33,16,1,7,20,1435648,976876,342050,26562,61580,2739,0.0777,949,h4h3,hard_time
33,16,2,7,20,1435648,976876,342050,26562,61580,2739,0.0777,949,h4h3,hard_time
34,16,0,7,20,1419264,984843,345642,33199,61269,2671,0.0961,949,b6d7,hard_time
34,16,1,7,20,1428480,993512,349346,33260,61392,2684,0.0952,949,b6d7,hard_time
34,16,2,7,20,1431552,996500,350595,33286,61422,2687,0.0949,949,b6d7,hard_time
35,16,0,6,19,1478656,1002770,427087,21989,59960,2425,0.0515,951,d2g5,hard_time
35,16,1,6,19,1478656,1002770,427087,21989,59960,2425,0.0515,950,d2g5,hard_time
35,16,2,6,19,1488896,1010695,432761,22255,60652,2478,0.0514,949,d2g5,hard_time
36,16,0,0,19,962560,962558,575900,0,0,0,0.0000,949,h1g1,hard_time
36,16,1,0,19,939008,939006,562029,0,0,0,0.0000,950,h1g1,hard_time
36,16,2,0,19,945152,945150,565577,0,0,0,0.0000,949,h1g1,hard_time
37,16,0,5,23,1116824,838870,337438,7181,14853,113,0.0213,710,c3e1,soft_time
37,16,1,5,23,1116824,838870,337438,7181,14853,113,0.0213,711,c3e1,soft_time
37,16,2,5,23,1116824,838870,337438,7181,14853,113,0.0213,714,c3e1,soft_time
38,16,0,14,18,1836032,656495,629097,459472,193061,14663,0.7304,950,d1f2,hard_time
38,16,1,14,18,1843200,658882,631526,461580,193936,14761,0.7309,949,d1f2,hard_time
38,16,2,14,18,1845248,659584,632215,462163,194142,14785,0.7310,949,d1f2,hard_time
39,16,0,10,12,2147328,855265,559484,331553,221268,27029,0.5926,949,d1c2,hard_time
39,16,1,10,12,2152448,857620,559894,331867,221451,27077,0.5927,949,d1c2,hard_time
39,16,2,10,12,2139136,851580,558662,330937,220846,26953,0.5924,949,d1c2,hard_time
40,16,0,9,9,2355344,1023461,343386,235697,120408,11867,0.6864,793,e3c5,soft_time
40,16,1,9,9,2355344,1023461,343386,235697,120408,11867,0.6864,794,e3c5,soft_time
40,16,2,9,9,2355344,1023461,343386,235697,120408,11867,0.6864,789,e3c5,soft_time
41,16,0,10,14,1901568,829671,467345,181001,179402,20290,0.3873,951,b6b7,hard_time
41,16,1,10,14,1901568,829671,467345,181001,179402,20290,0.3873,950,b6b7,hard_time
41,16,2,10,14,1894400,826813,464816,179940,178587,20109,0.3871,949,b6b7,hard_time
42,16,0,12,15,1450892,627903,374919,150933,141409,12315,0.4026,754,b1c2,soft_time
42,16,1,12,15,1450892,627903,374919,150933,141409,12315,0.4026,756,b1c2,soft_time
42,16,2,12,15,1450892,627903,374919,150933,141409,12315,0.4026,754,b1c2,soft_time
43,16,0,15,18,1754738,644990,607476,391926,179040,15638,0.6452,946,f1d2,soft_time
43,16,1,14,18,1748992,642840,605717,391003,178384,15519,0.6455,949,f1d2,hard_time
43,16,2,14,18,1751040,643598,606365,391280,178631,15561,0.6453,949,f1d2,hard_time
44,16,0,11,14,1819387,820925,350483,172140,124256,9344,0.4912,833,h1h2,soft_time
44,16,1,11,14,1819387,820925,350483,172140,124256,9344,0.4912,814,h1h2,soft_time
44,16,2,11,14,1819387,820925,350483,172140,124256,9344,0.4912,817,h1h2,soft_time
45,16,0,9,16,1482752,884250,439858,137955,163385,22310,0.3136,949,h4f4,hard_time
45,16,1,9,16,1505280,897810,448825,141021,166488,23116,0.3142,949,h4f4,hard_time
45,16,2,9,16,1505280,897810,448825,141021,166488,23116,0.3142,949,h4f4,hard_time
46,16,0,7,17,1359872,727225,488545,127088,178797,25859,0.2601,950,c3c4,hard_time
46,16,1,7,17,1351680,723054,484524,125921,177296,25410,0.2599,949,c3c4,hard_time
46,16,2,7,17,1353728,724021,485606,126335,177650,25535,0.2602,949,c3c4,hard_time
47,16,0,0,0,0,0,0,0,0,0,0.0000,0,0000,none
47,16,1,0,0,0,0,0,0,0,0,0.0000,0,0000,none
47,16,2,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,16,0,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,16,1,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,16,2,0,0,0,0,0,0,0,0,0.0000,0,0000,none
49,16,0,8,21,1596208,942949,358720,37181,75925,3582,0.1036,921,e7e3,soft_time
49,16,1,8,21,1596208,942949,358720,37181,75925,3582,0.1036,929,e7e3,soft_time
49,16,2,8,21,1596208,942949,358720,37181,75925,3582,0.1036,932,e7e3,soft_time
50,16,0,8,21,1888256,1003544,370447,56008,107057,7439,0.1512,949,c2c4,hard_time
50,16,1,8,21,1913856,1015687,373131,56966,108391,7622,0.1527,949,c2c4,hard_time
50,16,2,8,21,1924096,1020862,374154,57040,108733,7670,0.1525,951,c2c4,hard_time
51,16,0,7,22,1365174,847691,316234,22974,60938,2329,0.0726,800,f8g8,soft_time
51,16,1,7,22,1365174,847691,316234,22974,60938,2329,0.0726,797,f8g8,soft_time
51,16,2,7,22,1365174,847691,316234,22974,60938,2329,0.0726,796,f8g8,soft_time
52,16,0,7,23,1422336,966406,403334,21652,55986,2141,0.0537,950,b8c6,hard_time
52,16,1,7,23,1438720,975449,404935,21679,56379,2177,0.0535,949,b8c6,hard_time
52,16,2,7,23,1442816,977628,405285,21686,56472,2186,0.0535,950,b8c6,hard_time
53,16,0,6,24,1257472,928850,434912,15486,44531,1107,0.0356,949,f8e8,hard_time
53,16,1,6,24,1250304,922738,431325,15389,44071,1072,0.0357,950,f8e8,hard_time
53,16,2,6,24,1264640,934808,438402,15655,44992,1143,0.0357,950,f8e8,hard_time
54,16,0,7,21,1581056,974758,392644,24422,70036,3502,0.0622,949,c8d7,hard_time
54,16,1,7,21,1628160,1000698,398277,24926,71076,3584,0.0626,949,c8d7,hard_time
54,16,2,7,21,1609728,990812,396420,24731,70632,3541,0.0624,949,c8d7,hard_time
55,16,0,6,20,1378304,875104,458928,39067,95937,5594,0.0851,949,f8g8,hard_time
55,16,1,6,20,1380352,876842,460065,39083,96069,5613,0.0850,950,f8g8,hard_time
55,16,2,6,20,1378304,875104,458928,39067,95937,5594,0.0851,950,f8g8,hard_time
56,16,0,7,20,1879040,1081300,358957,28341,74337,3913,0.0790,949,c8d7,hard_time
56,16,1,7,20,1865728,1073556,356530,28196,73978,3868,0.0791,950,c8d7,hard_time
56,16,2,7,20,1851392,1065092,353865,28077,73493,3821,0.0793,950,c8d7,hard_time
57,16,0,8,23,1513240,843181,264293,24626,65386,3099,0.0932,737,c8d7,soft_time
57,16,1,8,23,1513240,843181,264293,24626,65386,3099,0.0932,747,c8d7,soft_time
57,16,2,8,23,1513240,843181,264293,24626,65386,3099,0.0932,749,c8d7,soft_time
58,16,0,8,20,1500214,817296,270554,32122,74426,4043,0.1187,738,b5a4,soft_time
58,16,1,8,20,1500214,817296,270554,32122,74426,4043,0.1187,739,b5a4,soft_time
58,16,2,8,20,1500214,817296,270554,32122,74426,4043,0.1187,737,b5a4,soft_time
59,16,0,8,24,1707008,986369,395938,43196,93417,5644,0.1091,950,a6b5,hard_time
59,16,1,8,24,1696768,980764,394089,43046,92919,5564,0.1092,950,a6b5,hard_time
59,16,2,8,24,1696768,980764,394089,43046,92919,5564,0.1092,950,a6b5,hard_time
60,16,0,6,20,1600512,973459,391047,23755,84728,5131,0.0607,951,c4b3,hard_time
60,16,1,6,20,1604608,975887,391821,23769,84915,5151,0.0607,949,c4b3,hard_time
60,16,2,6,20,1594368,969743,389896,23742,84439,5091,0.0609,949,c4b3,hard_time
61,16,0,7,20,1741824,1004061,386087,47911,89392,4904,0.1241,949,b5b4,hard_time
61,16,1,7,20,1733632,999258,382847,47305,88600,4805,0.1236,949,b5b4,hard_time
61,16,2,7,20,1743872,1005104,387114,48362,89563,4927,0.1249,950,b5b4,hard_time
62,16,0,9,21,1644519,890115,320008,48833,78203,4483,0.1526,815,b4b3,soft_time
62,16,1,9,21,1644519,890115,320008,48833,78203,4483,0.1526,819,b4b3,soft_time
62,16,2,9,21,1644519,890115,320008,48833,78203,4483,0.1526,816,b4b3,soft_time
63,16,0,9,19,1341037,737639,307005,46249,74265,3789,0.1506,740,c6d4,soft_time
63,16,1,9,19,1341037,737639,307005,46249,74265,3789,0.1506,736,c6d4,soft_time
63,16,2,9,19,1341037,737639,307005,46249,74265,3789,0.1506,738,c6d4,soft_time
64,16,0,8,23,1625088,948246,424481,32001,88145,6284,0.0754,951,e7f6,hard_time
64,16,1,8,23,1627136,950157,426077,32012,88198,6289,0.0751,950,e7f6,hard_time
64,16,2,8,23,1615872,941136,418320,31532,87485,6198,0.0754,950,e7f6,hard_time
65,16,0,7,20,1783808,1010746,388145,44013,83785,3944,0.1134,949,e8d8,hard_time
65,16,1,7,20,1778688,1008142,387706,43916,83630,3936,0.1133,949,e8d8,hard_time
65,16,2,7,20,1784832,1011262,388236,44035,83818,3947,0.1134,949,e8d8,hard_time
66,16,0,9,20,1296855,758618,440059,52022,96108,6626,0.1182,861,c6b4,soft_time
66,16,1,9,20,1296855,758618,440059,52022,96108,6626,0.1182,855,c6b4,soft_time
66,16,2,9,20,1296855,758618,440059,52022,96108,6626,0.1182,870,c6b4,soft_time
67,16,0,8,20,1806336,958560,347510,47108,99265,6068,0.1356,949,e8e7,hard_time
67,16,1,8,20,1809408,960415,349360,47269,99704,6134,0.1353,949,e8e7,hard_time
67,16,2,8,20,1801216,955646,345992,46965,98891,6023,0.1357,950,e8e7,hard_time
68,16,0,8,19,1785856,975565,346859,48573,98916,6121,0.1400,950,h8d8,hard_time
68,16,1,8,19,1784832,974765,346145,48524,98848,6108,0.1402,949,h8d8,hard_time
68,16,2,8,19,1784832,974765,346145,48524,98848,6108,0.1402,950,h8d8,hard_time
69,16,0,7,19,1770496,982377,336578,29438,82862,4816,0.0875,949,h8d8,hard_time
69,16,1,7,19,1789952,993233,339636,29535,83633,4883,0.0870,950,h8d8,hard_time
69,16,2,7,19,1780736,987938,337853,29486,83184,4849,0.0873,950,h8d8,hard_time
70,16,0,8,18,1219683,688216,283401,31863,69662,3489,0.1124,725,e5f4,soft_time
70,16,1,8,18,1219683,688216,283401,31863,69662,3489,0.1124,723,e5f4,soft_time
70,16,2,8,18,1219683,688216,283401,31863,69662,3489,0.1124,727,e5f4,soft_time
71,16,0,7,22,1449984,923898,405189,34603,68301,2562,0.0854,950,f6f5,hard_time
71,16,1,7,22,1447936,922035,403981,34504,68219,2562,0.0854,950,f6f5,hard_time
71,16,2,7,22,1447936,922035,403981,34504,68219,2562,0.0854,949,f6f5,hard_time
72,16,0,8,19,1567744,892572,361527,52344,97890,6828,0.1448,950,c6d4,hard_time
72,16,1,8,19,1575936,896594,362256,52382,98292,6887,0.1446,949,c6d4,hard_time
72,16,2,8,19,1591296,904550,364721,52465,99328,7048,0.1438,950,c6d4,hard_time
73,16,0,10,19,1584272,814607,244367,55403,82776,4406,0.2267,745,d7c6,soft_time
73,16,1,10,19,1584272,814607,244367,55403,82776,4406,0.2267,757,d7c6,soft_time
73,16,2,10,19,1584272,814607,244367,55403,82776,4406,0.2267,753,d7c6,soft_time
74,16,0,10,18,1880735,950726,327215,63595,120421,9947,0.1944,948,b8d8,soft_time
74,16,1,9,18,1879040,949697,326451,63428,120266,9918,0.1943,950,b8d8,hard_time
74,16,2,9,18,1880064,950345,326867,63466,120361,9935,0.1942,950,b8d8,hard_time
75,16,0,9,17,1755136,867194,364828,77931,131219,11171,0.2136,949,f6e5,hard_time
75,16,1,9,17,1763328,871726,367208,78173,131893,11301,0.2129,949,f6e5,hard_time
75,16,2,9,17,1745920,862169,360499,77201,130037,10940,0.2142,950,f6e5,hard_time
76,16,0,10,16,1246912,615770,329553,64605,110520,8263,0.1960,729,d8d7,soft_time
76,16,1,10,16,1246912,615770,329553,64605,110520,8263,0.1960,730,d8d7,soft_time
76,16,2,10,16,1246912,615770,329553,64605,110520,8263,0.1960,728,d8d7,soft_time
77,16,0,9,17,1661952,812963,372469,81016,135140,11852,0.2175,950,d7b7,hard_time
77,16,1,9,17,1655808,809589,369493,80615,134432,11716,0.2182,949,d7b7,hard_time
77,16,2,9,17,1661952,812963,372469,81016,135140,11852,0.2175,950,d7b7,hard_time
78,16,0,9,18,1691648,843161,383602,71339,131438,11114,0.1860,950,d6c7,hard_time
78,16,1,9,18,1715200,855524,393488,73116,134131,11629,0.1858,950,d6c7,hard_time
78,16,2,9,18,1703936,849470,387690,71895,132639,11334,0.1854,949,d6c7,hard_time
79,16,0,9,17,1385794,676761,330974,73427,117308,8969,0.2219,813,c7b7,soft_time
79,16,1,9,17,1385794,676761,330974,73427,117308,8969,0.2219,810,c7b7,soft_time
79,16,2,9,17,1385794,676761,330974,73427,117308,8969,0.2219,815,c7b7,soft_time
80,16,0,11,17,1283571,601824,360598,98428,125394,10479,0.2730,780,b8b7,soft_time
80,16,1,11,17,1283571,601824,360598,98428,125394,10479,0.2730,781,b8b7,soft_time
80,16,2,11,17,1283571,601824,360598,98428,125394,10479,0.2730,782,b8b7,soft_time
81,16,0,9,18,1551360,797713,398868,71675,127865,9982,0.1797,949,d7d4,hard_time
81,16,1,9,18,1565696,806149,405065,72364,129223,10242,0.1786,950,d7d4,hard_time
81,16,2,9,18,1561600,803554,402838,72171,128795,10148,0.1792,950,d7d4,hard_time
82,16,0,8,16,1507328,740731,413198,65412,146139,15931,0.1583,949,d7d4,hard_time
82,16,1,8,16,1521664,747774,414842,65612,146986,16141,0.1582,950,d7d4,hard_time
82,16,2,8,16,1521664,747774,414842,65612,146986,16141,0.1582,950,d7d4,hard_time
83,16,0,10,18,1602098,780228,370509,86882,129099,11656,0.2345,877,a7e7,soft_time
83,16,1,10,18,1602098,780228,370509,86882,129099,11656,0.2345,877,a7e7,soft_time
83,16,2,10,18,1602098,780228,370509,86882,129099,11656,0.2345,874,a7e7,soft_time
84,16,0,10,18,1281667,635964,312790,57248,112061,8298,0.1830,774,b8c7,soft_time
84,16,1,10,18,1281667,635964,312790,57248,112061,8298,0.1830,775,b8c7,soft_time
84,16,2,10,18,1281667,635964,312790,57248,112061,8298,0.1830,785,b8c7,soft_time
85,16,0,9,17,1538048,754284,394848,79003,143774,13785,0.2001,950,a3a2,hard_time
85,16,1,9,17,1541120,755818,395705,79063,144083,13850,0.1998,949,a3a2,hard_time
85,16,2,9,17,1554432,762374,397698,79172,144941,14028,0.1991,949,a3a2,hard_time
86,16,0,9,17,1492992,739552,385016,74086,136288,11639,0.1924,949,c6a4,hard_time
86,16,1,9,17,1509376,747483,387856,74221,137558,11893,0.1914,949,c6a4,hard_time
86,16,2,9,17,1499136,742543,385943,74112,136702,11718,0.1920,950,c6a4,hard_time
87,16,0,9,17,1477632,736619,411888,81041,139339,13514,0.1968,950,a3a2,hard_time
87,16,1,9,17,1481728,738749,412489,81056,139526,13547,0.1965,950,a3a2,hard_time
87,16,2,9,17,1475584,735540,411471,81033,139197,13490,0.1969,949,a3a2,hard_time
88,16,0,9,17,1123038,553264,310695,53291,111457,8462,0.1715,736,c6a4,soft_time
88,16,1,9,17,1123038,553264,310695,53291,111457,8462,0.1715,738,c6a4,soft_time
88,16,2,9,17,1123038,553264,310695,53291,111457,8462,0.1715,738,c6a4,soft_time
89,16,0,10,19,1552384,766818,415810,94419,138831,13295,0.2271,951,c7c8,hard_time
89,16,1,10,19,1543168,762326,412788,93627,137968,13145,0.2268,949,c7c8,hard_time
89,16,2,10,19,1552384,766818,415810,94419,138831,13295,0.2271,949,c7c8,hard_time
90,16,0,9,17,1563648,780574,437775,81437,141288,13240,0.1860,951,g7g6,hard_time
90,16,1,9,17,1567744,782553,438391,81453,141587,13297,0.1858,949,g7g6,hard_time
90,16,2,9,17,1543168,770332,432169,80976,139149,12839,0.1874,950,g7g6,hard_time
91,16,0,9,16,1560576,762075,425854,100635,145542,13312,0.2363,953,a2h2,hard_time
91,16,1,9,16,1560576,762075,425854,100635,145542,13312,0.2363,950,a2h2,hard_time
91,16,2,9,16,1564672,764071,427052,100854,145971,13388,0.2362,950,a2h2,hard_time
92,16,0,9,17,1557504,777576,436578,81381,140759,13141,0.1864,949,g7g6,hard_time
92,16,1,9,17,1550336,773835,433563,81053,139738,12957,0.1869,949,g7g6,hard_time
92,16,2,9,17,1559552,778500,436892,81418,140939,13180,0.1864,949,g7g6,hard_time
93,16,0,10,16,1248058,603202,318459,77650,115260,8489,0.2438,740,a2h2,soft_time
93,16,1,10,16,1248058,603202,318459,77650,115260,8489,0.2438,738,a2h2,soft_time
93,16,2,10,16,1248058,603202,318459,77650,115260,8489,0.2438,741,a2h2,soft_time
94,16,0,10,18,1504256,737337,427722,94113,146386,13754,0.2200,950,a3a2,hard_time
94,16,1,10,18,1489920,729862,423475,93515,145123,13539,0.2208,949,a3a2,hard_time
94,16,2,10,18,1504256,737337,427722,94113,146386,13754,0.2200,949,a3a2,hard_time
95,16,0,9,17,1636352,796194,394404,79416,151286,15204,0.2014,950,a2h2,hard_time
95,16,1,9,17,1634304,795188,393963,79394,151116,15158,0.2015,949,a2h2,hard_time
95,16,2,9,17,1636352,796194,394404,79416,151286,15204,0.2014,949,a2h2,hard_time
96,16,0,9,17,1712128,836893,387040,80003,145739,13054,0.2067,949,g7g6,hard_time
96,16,1,9,17,1697792,829639,384508,79584,144928,12909,0.2070,949,g7g6,hard_time
96,16,2,9,17,1693696,827703,383865,79426,144609,12862,0.2069,949,g7g6,hard_time
97,16,0,9,17,1769472,857159,392529,95349,148029,13541,0.2429,950,a2h2,hard_time
97,16,1,9,17,1759232,852403,391225,95114,147337,13426,0.2431,949,a2h2,hard_time
97,16,2,9,17,1773568,859117,393571,95513,148494,13645,0.2427,950,a2h2,hard_time
98,16,0,8,16,1541120,759438,450521,94755,150693,14719,0.2103,951,h2h1,hard_time
98,16,1,8,16,1544192,761003,450981,94862,150874,14750,0.2103,949,h2h1,hard_time
98,16,2,8,16,1539072,758296,449658,94593,150499,14678,0.2104,949,h2h1,hard_time
99,16,0,9,17,1625088,804971,432248,98163,138480,11919,0.2271,949,d8c7,hard_time
99,16,1,9,17,1603584,793849,425279,96579,136507,11606,0.2271,952,d8c7,hard_time
99,16,2,9,17,1613824,799341,428498,97229,137303,11741,0.2269,951,d8c7,hard_time
100,16,0,10,18,1632256,788804,390020,83516,143731,12870,0.2141,949,c7d8,hard_time
100,16,1,10,18,1644544,794977,393294,84365,144759,12969,0.2145,950,c7d8,hard_time
100,16,2,10,18,1644544,794977,393294,84365,144759,12969,0.2145,950,c7d8,hard_time
101,16,0,9,17,1607680,796416,427221,96713,136892,11672,0.2264,949,d8c7,hard_time
101,16,1,9,17,1619968,802372,430084,97741,137865,11812,0.2273,949,d8c7,hard_time
101,16,2,9,17,1613824,799341,428498,97229,137303,11741,0.2269,950,d8c7,hard_time
102,16,0,9,16,1540096,758155,449531,103822,147935,14682,0.2310,949,h2h1,hard_time
102,16,1,9,16,1521664,749293,446300,103090,146582,14388,0.2310,950,h2h1,hard_time
102,16,2,9,16,1538048,757169,449139,103752,147784,14648,0.2310,949,h2h1,hard_time
103,16,0,10,17,1228631,602786,325421,91065,106642,7029,0.2798,721,d2g2,soft_time
103,16,1,10,17,1228631,602786,325421,91065,106642,7029,0.2798,722,d2g2,soft_time
103,16,2,10,17,1228631,602786,325421,91065,106642,7029,0.2798,726,d2g2,soft_time
104,16,0,10,17,1266649,622381,351038,85832,117945,9488,0.2445,776,g2g1,soft_time
104,16,1,10,17,1266649,622381,351038,85832,117945,9488,0.2445,770,g2g1,soft_time
104,16,2,10,17,1266649,622381,351038,85832,117945,9488,0.2445,768,g2g1,soft_time
105,16,0,10,17,1228631,602786,325421,91065,106642,7029,0.2798,725,d2g2,soft_time
105,16,1,10,17,1228631,602786,325421,91065,106642,7029,0.2798,722,d2g2,soft_time
105,16,2,10,17,1228631,602786,325421,91065,106642,7029,0.2798,726,d2g2,soft_time
106,16,0,10,17,1370068,673035,392446,96095,129514,10650,0.2449,860,c6e8,soft_time
106,16,1,10,17,1370068,673035,392446,96095,129514,10650,0.2449,854,c6e8,soft_time
106,16,2,10,17,1370068,673035,392446,96095,129514,10650,0.2449,848,c6e8,soft_time
107,16,0,10,18,1427456,695757,424745,92511,144290,13942,0.2178,950,c7c6,hard_time
107,16,1,10,18,1430528,697145,425559,92637,144679,14043,0.2177,949,c7c6,hard_time
107,16,2,10,18,1427456,695757,424745,92511,144290,13942,0.2178,950,c7c6,hard_time
108,16,0,7,22,1699840,989272,283040,27264,64389,2769,0.0963,949,c3e4,hard_time
108,16,1,7,22,1698816,988331,282528,27264,64352,2765,0.0965,949,c3e4,hard_time
108,16,2,7,22,1702912,991914,284371,27286,64567,2781,0.0960,950,c3e4,hard_time
109,16,0,7,21,1333248,879988,331726,28793,68602,2908,0.0868,950,c3e4,hard_time
109,16,1,7,21,1329152,876682,330319,28710,68294,2878,0.0869,949,c3e4,hard_time
109,16,2,7,21,1331200,878306,331077,28737,68457,2893,0.0868,949,c3e4,hard_time
110,16,0,6,22,1333248,936833,354759,15521,54739,2370,0.0438,949,f4g5,hard_time
110,16,1,6,22,1332224,936179,354615,15515,54723,2369,0.0438,949,f4g5,hard_time
110,16,2,6,22,1331200,935528,354478,15515,54706,2366,0.0438,949,f4g5,hard_time
111,16,0,8,23,1795072,1067162,295762,39417,71456,3598,0.1333,949,c3b5,hard_time
111,16,1,8,23,1789952,1064303,295323,39345,71342,3591,0.1332,949,c3b5,hard_time
111,16,2,8,23,1795072,1067162,295762,39417,71456,3598,0.1333,949,c3b5,hard_time
112,16,0,8,23,1368064,895122,368325,32563,75061,3710,0.0884,951,e2b5,hard_time
112,16,1,8,23,1370112,896675,369185,32657,75209,3725,0.0885,950,e2b5,hard_time
112,16,2,8,23,1374208,899851,370977,32775,75542,3759,0.0883,950,e2b5,hard_time
113,16,0,8,21,1234506,796264,308548,26067,59209,2597,0.0845,815,b5b7,soft_time
113,16,1,8,21,1234506,796264,308548,26067,59209,2597,0.0845,814,b5b7,soft_time
113,16,2,8,21,1234506,796264,308548,26067,59209,2597,0.0845,802,b5b7,soft_time
114,16,0,9,22,1520483,868244,308060,47285,84389,4876,0.1535,929,c1b1,soft_time
114,16,1,9,22,1520483,868244,308060,47285,84389,4876,0.1535,930,c1b1,soft_time
114,16,2,9,22,1520483,868244,308060,47285,84389,4876,0.1535,929,c1b1,soft_time
115,16,0,9,22,1830912,1013327,330823,48939,78191,4230,0.1479,951,b7a8,hard_time
115,16,1,9,22,1833984,1014911,331157,48969,78305,4245,0.1479,950,b7a8,hard_time
115,16,2,9,22,1825792,1010772,330359,48902,77988,4206,0.1480,950,b7a8,hard_time
116,16,0,8,21,1725440,978082,370750,37745,89840,5385,0.1018,949,f4c7,hard_time
116,16,1,8,21,1709056,966881,362158,37529,88949,5268,0.1036,949,f4c7,hard_time
116,16,2,8,21,1720320,974500,367831,37711,89683,5363,0.1025,949,f4c7,hard_time
117,16,0,8,20,1084710,630628,314029,34328,69079,3393,0.1093,717,d5e6,soft_time
117,16,1,8,20,1084710,630628,314029,34328,69079,3393,0.1093,710,d5e6,soft_time
117,16,2,8,20,1084710,630628,314029,34328,69079,3393,0.1093,720,d5e6,soft_time
118,16,0,7,20,1666048,921244,365195,40383,87412,4886,0.1106,950,g1e2,hard_time
118,16,1,7,20,1679360,931662,371899,40517,88024,4955,0.1089,949,g1e2,hard_time
118,16,2,7,20,1668096,922763,366106,40390,87530,4892,0.1103,949,g1e2,hard_time
119,16,0,8,21,1279343,733894,300846,26960,67569,3473,0.0896,744,e2d4,soft_time
119,16,1,8,21,1279343,733894,300846,26960,67569,3473,0.0896,746,e2d4,soft_time
119,16,2,8,21,1279343,733894,300846,26960,67569,3473,0.0896,749,e2d4,soft_time
120,16,0,7,22,1720320,993491,381095,28932,77510,4046,0.0759,950,c7e5,hard_time
120,16,1,7,22,1696768,979929,376756,28845,76752,3966,0.0766,949,c7e5,hard_time
120,16,2,7,22,1726464,996866,382190,28961,77866,4086,0.0758,950,c7e5,hard_time
121,16,0,6,20,1778688,1028138,386822,32762,80355,4180,0.0847,950,f1e2,hard_time
121,16,1,6,20,1786880,1032854,389234,33448,80883,4221,0.0859,951,f1e2,hard_time
121,16,2,6,20,1746944,1010774,381858,32299,79061,4043,0.0846,949,f1e2,hard_time
122,16,0,7,19,1386449,798586,276066,26646,58888,2187,0.0965,726,c4a2,soft_time
122,16,1,7,19,1386449,798586,276066,26646,58888,2187,0.0965,724,c4a2,soft_time
122,16,2,7,19,1386449,798586,276066,26646,58888,2187,0.0965,729,c4a2,soft_time
123,16,0,7,21,1613824,978588,392092,30732,72517,3771,0.0784,951,e5g3,hard_time
123,16,1,7,21,1608704,974891,389287,30593,72087,3729,0.0786,949,e5g3,hard_time
123,16,2,7,21,1613824,978588,392092,30732,72517,3771,0.0784,950,e5g3,hard_time
124,16,0,8,19,1507788,896317,381728,39707,81292,4619,0.1040,922,e5b8,soft_time
124,16,1,8,19,1507788,896317,381728,39707,81292,4619,0.1040,916,e5b8,soft_time
124,16,2,8,19,1507788,896317,381728,39707,81292,4619,0.1040,919,e5b8,soft_time
125,16,0,8,20,1484988,862546,344167,39943,69338,3110,0.1161,850,b1c1,soft_time
125,16,1,8,20,1484988,862546,344167,39943,69338,3110,0.1161,854,b1c1,soft_time
125,16,2,8,20,1484988,862546,344167,39943,69338,3110,0.1161,851,b1c1,soft_time
126,16,0,7,20,1530880,926123,377054,26422,75202,3576,0.0701,950,h1e1,hard_time
126,16,1,7,20,1539072,931140,379087,26429,75555,3622,0.0697,950,h1e1,hard_time
126,16,2,7,20,1539072,931140,379087,26429,75555,3622,0.0697,950,h1e1,hard_time
127,16,0,7,20,1430045,886301,383095,32357,70158,2661,0.0845,901,h1h3,soft_time
127,16,1,7,20,1430045,886301,383095,32357,70158,2661,0.0845,895,h1h3,soft_time
127,16,2,7,20,1430045,886301,383095,32357,70158,2661,0.0845,892,h1h3,soft_time
128,16,0,7,19,1653760,969949,359838,25460,76172,3964,0.0708,950,h1f1,hard_time
128,16,1,7,19,1646592,965748,358583,25429,75981,3942,0.0709,949,h1f1,hard_time
128,16,2,7,19,1662976,974779,360781,25486,76466,3987,0.0706,949,h1f1,hard_time
129,16,0,7,20,1597440,955341,381056,31884,79104,3929,0.0837,950,h1f1,hard_time
